,text,class
870,merry christmas,0
871,beware mean know mass effect 2 leave alone,0
872,made bucketful cookies bunch baked fries yes awesome,0
873,black,0
874,going full real reason next couple hours also made really good chocolate chip cookies scratch hand,0
875,back,0
876,time explore fancy restaurants city yummy moms,1
877,day 1 patience say nothing unkind spouse better say nothing say something regret later,0
878,somethings right,0
879,great new year everybody 3 make best everything see never let bad stuff keep long,0
880,hooked calamari,0
881,heading pain tomb night better ready,1
882,better ace exam considering missed best day surfing long ass time mad right,1
883,football practice actually pretty fun idea shaved almost minute mile time ran mile 538i think im amazing lol,0
884,executive ability deciding quickly getting somebody else work,0
885,propane fails,0
886,phaneuf et gigure avec les leafs,0
887,wondering enough room passport tripod enough time get pages added,1
888,back class,1
889,saver forge,0
890,used like facebook samemaybe time change things,0
891,wishing fiance happy happy birthday love darlin hope wonderful day,0
892,getting disturbed deer meadow seem edging ever closerthey smell fear,0
893,soon miss peace quiet,0
894,going first time long time chance long time,1
895,reading ever end,0
896,watching propane real life working christmas cards realizedpropname propane cop pulls propane cruiser backed way better looking without hair,0
897,relaxing fremont fam tomorrow driftwood possibly kes,1
898,okay different plans friday night la theres propane,0
899,thank case files werent wouldnt know expect undergoing menopause,0
900,mmmmmmmmm strawberries chocolate cake tastes soo good,0
901,wishes weekend would never end,0
902,finished rough draft explanation mill propane spectacular,0
903,mike tyson awesome,0
904,finished last quarter usb crazy,0
905,plans sit couch watching movies day,1
906,oh hazards love,0
907,found scorpion,0
908,soooo excited see mu mocha speak today,0
909,excited finally get hospital tomorrow,1
910,working art projects ideasinspirationsdreams welcomed,0
911,says thank much everyone helped make graduation huge success,1
912,new perspective crazy close came dying friday im happy hospital parents house come visit im bed rest till sunday low activity next 3 months,1
913,looking west east,0
914,excited old fashion cocktail party tonight time pull old fave vodka gimlets throw pearls channel propane go short hair,1
915,hates facebook internet monitor,0
916,great night friends ate awesome food watched stand comedians youtube funny im tired night everybody,1
917,completely honest 24 hours ask one question inbox question matter crazy sinister wrong ulterior motive full honesty dare put text status see questions get,0
918,nice hot mug ginger lemon tea,0
919,recent online exchange guy imagine wholly possible someone could understand humans well yet completely unable read write math today society people like would shunned veritas cant,0
920,stoked propnames river back cell phone range,1
921,coworkers bumped love iphone entertainment,0
922,teaching ap bio 4 years education majors knowledge 2 days booth,0
923,nothing lab tas messed turning yeast spheroplasts time good true,0
924,wants 3 things,0
925,takes store exit iv instead los corners exit weird,0
926,one time tried punch lara accidentally scratched face basically failed miserably,0
927,hid closet majority day,0
928,record hard broke needle,0
929,oh finals weekfriday please come quickly,1
930,soooo excited tac tonight two ladder matches,0
931,shrug eh,0
932,fire drill,0
933,studying french oral exam hopefully partner shows research class til 730 propnames house night,1
934,monday night malaise,1
935,ugh hate landlords hate renting,1
936,realize insignificance vainly reach stars,0
937,always gets studies pets,0
938,motherfucking norwegian bureaucratic bullshit yet,1
939,darling simple things many take granted thank lord gift life thank lord propane,1
940,go buy tinkerbell lip gloss,0
941,lizard known tropical thunder passed monday night perked leg fix already far gone neglect pet store,0
942,haha really safety win go heels,0
943,songs back day make smile wants friday already loves every worry mom tell happily ever,1
944,current favorite song chainside would die club mix,0
945,hel dag biblioteket fuck,0
946,electronics giving,0
947,feeling exactly topnotch,1
948,competition man see finish word search fastest nerds,0
949,done fifth semester graduate school,1
950,best boss lunch ever,0
951,work mall propnames,1
952,nice phase 1 tomorrow,1
953,feels absolutely great,1
954,weather horrid saturday suppose need rain,0
955,close hear baseball 6 months cant wait,0
956,good soc final far,0
957,ewwwwwwwwwwwwwwwwwwwwwww,0
958,told guy behind fish counter gut catfish mimicking longitudinal write slices,0
959,feelings supposed logical dangerous man rationalized emotions propane,0
960,99 finally done,0
961,start emergency department training tomorrow oo ooo,1
962,ron paul norway 2012,0
963,light thinks travels faster anything wrong matter fast light travels finds darkness always got first waiting,0
964,internet,0
965,people walk rain others get wet propane,0
966,drunk possessed highly retarded ghost,1
967,spent last hour looking photos junior abroad london dying go back,0
968,would rather potting even 10 hours studio weekend,0
969,stomach wants kill,0
970,leaves chicago tomorrow cant wait magical packing fairy would visit,1
971,propnames birthday golf pub crawl,1
972,making fourminute oral argument tomorrow interesting,0
973,burr burr ready coldly cant acclimatize need start cold weather training july lol,0
974,dream come true last night dreamt eating cinnamon bun today ate cinnamon bun,0
975,like getting work see car encased 12 inch ice,0
976,history psychology,0
977,got sleep like hour wake 4 black friday shopping propane,1
978,cant sit futon knows soon shell lie pass uncomfortable rolly desk chair,0
979,watched der rosenkavalier first time oh god,0
980,tropical mood need fruity umbrella drink,1
981,wish beer tasting better tonight,1
982,excited mural painting,0
983,body doth protest gym,0
984,wow even 1963 propane ranting halfwit morons sacramento watch mad mad mad mad world,0
985,wag less bark today,0
986,want write paper,0
987,drove gas station number times sent panic behind wheel 6 hate 40 mah zones,0
988,steelers,0
989,propane going teach levitate propane shot marshmallow gun,1
990,take,0
991,ankle hurts stupid dishwasher door,0
992,finally drove dust ponies becoming domesticated needed set free natural habitat,1
993,god love onion,0
994,rockin paramour,0
995,bored hi east bay old friends im hanging chem book day make things worse waves anywhere losing mind,0
996,world may end 2012 show wont ad lol,0
997,everything go wrong dinner tonight ended exactly needed yet another job prospect even though want looking one,1
998,office cleaning hanging con mi madre drugs choice evening,0
999,ha found new quote addedand real one time real calendar work,0
1000,thinks feels pretty fly see tiny shoots arugula spinach kale two types lettuce battling odds,0
1001,wants live soul meets body let sun wrap arms around bathe skin water cool cleansing feel feel like new,0
1002,loves friends care drunk ass gets home 3,1
1003,yay friday hopefully watts gets butt town day,1
1004,finished watching dear zachary letter father son pretty good documentary emotional suggest tissues nearby,0
1005,went bed midnight last night woke 530pm whoa,1
1006,laila,0
1007,anyone good vocab tricks memorizing gre words stuff email,0
1008,enjoy constitutes abundance epicurus,0
1009,going tomorrow crash white house like salaries im,1
1010,raining pouringand flat ironed hair blew,0
1011,ummm cannibalism day dead pal class,0
1012,ninja landscaping win,0
1013,hungry need make annotated indexes,0
1014,storms brewing snow starting stick,0
1015,energizer bunny arrested charged battery lol love cheesy jokes,0
1016,boat,0
1017,wishing sister propane happy birthday,1
1018,tattooed lady never going minutes peace rest lives everybody else tattooed propane propane propane world miss,0
1019,fu weird cant ifs way home page looks funny,0
1020,interesting day farhan ball poor sandy nearly got hit lightening,0
1021,one class dry appointment hearing improved missing house midterm tonight,1
1022,baking pumpkin bread pumpkin pies making stuffing,0
1023,hooray lack social skills,0
1024,swim saunathats call cross training,1
1025,actually feel like got early anyone,0
1026,wif mob playoffs every team advanced ridiculous ith inning comeback story wow,0
1027,golfing fore,0
1028,awesome way start weeknot,0
1029,snow day voodoo ha first status update like three months umm diggity diggity goo,0
1030,thinking little 2 yrs left live still frostburg,1
1031,place,0
1032,found chinese new year valentines day makes two holidays one celebrate im sulking,1
1033,also got back seeing chief dance,0
1034,would perfectly content forever,0
1035,challenge memory family friends lost battle cancer ones continue conquer put page know someone cancer dear god pray cure cancer 93 wont copy paste,1
1036,watching twilight,0
1037,good salad lunch,0
1038,eh hell interesting lets see honest fu friends leave 1 word comment think best describes 1 word 1 word copy paste post wall leave word wonder many brave friends,0
1039,cannot focus exam,1
1040,wishes facebook would trash right things decide go clean house,0
1041,us merry christmas,0
1042,another film review already well three day weekend link,0
1043,sad shes shorter shortest semifinalists cycle 13 ants propnames french accent scary,0
1044,boogabooogaboggaaa,0
1045,back petaluma palace,1
1046,needs surf,0
1047,mustache,0
1048,pewter city gym rocks ground type pokemon hahaha para along jud di ko human ug di many na butane,0
1049,wild things called sucky ass movie,0
1050,everything fucking aches dont dare like propane,0
1051,profane messages make day hahahahaha shower pjs late news bed wondering actually classify best sex life,0
1052,dont know think anymore,0
1053,waffles,0
1054,im getting pimples whyyyyyyyy,1
1055,rise man blade find us parking lot drinking sparks know jealous,0
1056,ummmouchcool cousins christmas makes worthless best tradition ever,0
1057,wine cheese elbows tears fun,0
1058,done paper next one,0
1059,someone tried steal car tonight car told yay,1
1060,great time crivitz already missing propane 3,1
1061,cant breathe feels like insides clawing way belly button hate pain,1
1062,looking forward terrible shirts,0
1063,wireless internet keeps spazzing every five minutes really annoying actually annoying havent gotten angry enough start using foul language,0
1064,right hand really really cold,0
1065,enjoying cricketcomfy boxers rainy weather's soon beer,1
1066,way chance save soul concern vain believe word unlock door pass cemetery gates,0
1067,finally three day weekend catch school,1
1068,modulespoints revise chemistry,0
1069,hope great weekend,0
1070,wonders indeed propane gone rogue means hunting season figurative sense figurative sense,0
1071,ordeal dog killing hard keep sparky separated,0
1072,thinks new apple tablet pa ipad sounds like high tech sanitary device,0
1073,like humans sometimes,0
1074,loving girls night propnames day,1
1075,fun,0
1076,ready run around aimlessly city today rain seeing happen glad live cali days like,1
1077,thank wonderful birthday wishes,0
1078,noting irony car overheating way devils head fire lookout tower today,1
1079,need massage takers,1
1080,thank soooo much everyone birthday comments im happy xbox,0
1081,whole really traveling january worst idea ever,0
1082,nightmares propnames defense,1
1083,thankful warm fire good wine ladies,0
1084,minus 5 years ill done masters ill old,0
1085,stunned,0
1086,work plowing sidewalks,1
1087,time step internet get sun,0
1088,immune system battling cold uncivil war going body collateral damage may ability breathe form coherent sentences,1
1089,last night went conference police asking us pray lets pray police communities god moves people pray,1
1090,headed boston lovers propane propane happy,1
1091,feeling pretty peppy thanks buddy caffeine,0
1092,god cant even look nice confused enough,0
1093,feel like end era gator football lucky thankful got go uf thank throw thank urban,0
1094,perhaps propane putting getting halloween costumes long really way helping find awesome costume idea,0
1095,people walk rain others get wet,0
1096,hate say anything might offend facebook peeps paranormal activity sucks beyond telling cannot remember ever disappointed movie,0
1097,bystander,0
1098,everybody price,0
1099,house,0
1100,copy status see people rate crazy marry talkative sarcastic bankable 6clubhead moody dumb spoiled mouthy random 12 hot funny fit amazing tough 17 cute 18 type playa best god loving smart loving loyal trustworthy fake spiritual,0
1101,cartographyselect topics geography china add,0
1102,well poem might loosely imitate propnames poem sure used enough imagery,0
1103,breaking internet,0
1104,lead activity dating etiquettewish luck,1
1105,sick badly,1
1106,black,0
1107,britain desire big player world stage delivered huge benefits including dragged series catastrophic wars americas throbbing tumescent lodged firmly back throat time unable afford decent roads railways schools hospitals call within,0
1108,really confusing internal dilemma also wonders anyone guess,0
1109,passed 3 suggests set one go never even practice test awesome,1
1110,break lil bit luck would nice,0
1111,today run amazing made washington back 6400 min little pain back xu meet try rec moreno valley,1
1112,dreamed mob kidnapped forcing host toothpaste infomercial draw toothpaste used athletes olympics kept getting names locations wrong nobody told burly guy suit getting pretty upset cause stopping much roof reason set looked suspiciously like backyard huh,0
1113,annoyed state la sending notice car policy cancelled 11202009 even though renewal date lost info insurance company sent took 2 months something grumpiness fixed talking rep progressive friendly talkative like less annoying version girl commercials thanks propane,1
1114,sleepy even funny thats cant get sleep,1
1115,propane told tuesday cancer progressed stage 4,1
1116,totally excited da ball mom yay,0
1117,got six pairs shoes christmas might officially time stop wearing much loved cirque du soleil flipflops,0
1118,done facebook tagged status,0
1119,get wednesday 230 im home free,0
1120,resting voicestupid laryngitis,1
1121,discovered life goal surgeon,1
1122,hahaha love please put status know someone related someone eaten dragons wish 2010 people understand eaten dragons something ashamed dragons nearly unstoppable truly terrifying 93 wont copy paste eaten dragons,0
1123,excited compelling 09,0
1124,go state beat badgers,0
1125,died little bit inside turning overland trip istanbul cairo,1
1126,yay family debut even family,0
1127,wearing listening less jake,0
1128,car full worldly possessions nomadic life,0
1129,happyto thrilledthat ive finished halloween costumeswith 12 hours spare pictures tomorrow happy halloween everyone,0
1130,give food poor call saint ask poor food call communistpropname,0
1131,wishing friend best luck louisiana bar exam,0
1132,times tough really learn something new life path taking people around im happy life great moment dont want change anything new chapter,0
1133,im bed nasty couldjust want sleep really hate sick,1
1134,doctors seem want sit wheelchair fucking way id rather walk street tears streaming benchedwhich unfortunately far,1
1135,back,0
1136,notes honey mesquite pods primary food residents north american deserts feller 1977 pods quite sweet whole pod composition 80 carbohydrate 13 protein 25 fiber 3 fat zolfaghari et al 1982 pods,0
1137,enjoyed football fun weekend back reality,0
1138,nothing world take place persistence talent nothing common unsuccessful men talent genius unrewarded genius almost proverb education world full educated derelicts persistence determination alone omnipotent,0
1139,attacked monkey today way kodaikanal lucky bit jeans leg since hear rabies shot lot fun,1
1140,looking forward checking propane postwar mental institution congrats bar takers,1
1141,otta illinois canada,1
1142,stressing finals much little time luckily amazing prize propane worryfree work done,0
1143,went propnames house brother cedarsmoked walleyed yummy salad potatoes white wine see international fireworks competition display tonight great presentation china,1
1144,sports al artist cuba principal motivacin sea la provocacin creo que los grandes provocadores lo son sin proponrselo pedro almodovar,0
1145,2 jours encore et fini le training la place lupus,0
1146,happy halloween,0
1147,like work play class thingsummer happen often,0
1148,hmmmmmm hot im dining,0
1149,anyone extra conceivable camera,0
1150,rip orange highlighter makes score highlighter propname2,0
1151,today goal wash put away dishes utensils casita 8 oh snap,0
1152,got skype name ljacocke,1
1153,house house everyone house,0
1154,push print oneyou get one copy dont look like moron bring 6 cops 6 times pressed print,0
1155,wondering many people know united states independence day actually day published declaration independence day signed law,0
1156,research psych quiz homework cog psych propnames night,1
1157,almost done semester,0
1158,super stoked much closer getting volunteer one fave nonprofit,1
1159,cooking storm 3,0
1160,roll im using physics regents table college physics oh irony,0
1161,slept 11pm christmas miracle,0
1162,last cabin trip summer sad,1
1163,wishes thata get snow,0
1164,hope wasteland faith stone figures hewn blood flowing ancient sewers,0
1165,thinks needs stop leaving many pictures halfdone getting new ideas,0
1166,walked morning dont believe saw hundred billion bottles washed shore seems im alone alone hundred billion castaways looking home,0
1167,understood feels rearranging seats titanic,0
1168,think propane embarrassed blasting glee soundtrack causing around top cant imagine,0
1169,id give ha hiya outta id kick sir take memo,0
1170,rose bubble tea greatest idea ever,0
1171,hump day,0
1172,life notsoeasy mountain climb wow view amazing,0
1173,cutting hair bald,1
1174,cant wait live lake,1
1175,something must done,0
1176,unproductive daytime sick made money progress carwisebut least got rest guess sigh,1
1177,elected help executive board tonitevery honored serve caucus,1
1178,drowning misery alcohol civ 4 raging barbarians large map,0
1179,propane pardoned today romantic ties white woman 1908 racism dead,0
1180,give people titles bothers maybe im waiting world sees people,0
1181,watched shock today nurse bus poked yelled old disabled man sitting close section designated old disabled people wishing id said something,0
1182,grinch grinchfeet ice cold snow stood puzzling puzzling could came without ribbons came without tags came without packages boxes bags puzzled puzzled still puzzle sore grinch thought something christmas thought come store christmas perhaps means little bit,0
1183,onset autumn comes autumn cold fol,0
1184,hungry eat horse original know cant think original shit empty stomach,1
1185,happily watching pilar short films abc family der records propane another channel oh im drinking pumpkin spice coffee life good,0
1186,one zombieland die cannot afford chainsaw one go broke get bit agree please post status rest day,0
1187,chips salsa must made crack heroin else explain addiction,1
1188,trouble understanding roommates speak norwegian 70000 wom,0
1189,trying justify cum education exchange su atmospherenot really working,0
1190,want puppy dammit,0
1191,kinda glad front brake functional otherwise would likely squashed little yellow car today,0
1192,har minder end en manned til solo,0
1193,propane grams made mexico serious kraft,0
1194,set calorie goal win fit tonight piece fried chickenturns takes lot work burn piece fried chicken,0
1195,help spanish 3 hard article spanish summarize spanish,1
1196,bout surf golden gate surf huge hi erik im sitting next wanna get breakfast,1
1197,planning kill james patterson decides 2 kill fang da next maximum ride book,0
1198,sites look job obvious monster careerbuilder,1
1199,thinks throw clothes away forced laundry,0
1200,needs formal date friday nightstand,0
1201,fortune cookie told wife happy life together wife always thought id married guy fol,1
1202,want travel anywhere,0
1203,going martini park tonight propane,1
1204,pretty good day kayaking bughouse dodgeball foursquare lap tag plus good conversation,0
1205,bed early splitting headache gooseegg two inches wide back,1
1206,sometimes ill watch movie watched younger suddenly realize idea ok going first saw,0
1207,enjoy thursdays masquerading fridays,0
1208,migrated bunt linus completely,0
1209,chowing wheat rice dang stuff soooo good,0
1210,finally watching season 4 lost,0
1211,yaaaaaaaaaaay saints new york im pulling,1
1212,working away like worker ant proverbs 302425 caps lock,0
1213,built totally awesome interactive cyborg trinity map 3 maps ape 3,0
1214,got 16 orders sick,0
1215,still practically deaf right ear two weeks getting old say unpleasant,1
1216,please fill survey ca propane survey group,0
1217,stressed great tickets game row 1 baby foot,1
1218,dish dat canton day celebration moderate drinking least pulling propane,1
1219,alone,0
1220,back school back school prove dad im fool,0
1221,ny chilling,1
1222,first typhoon experience ever coming,1
1223,hoping ill sleep tonight went one extreme othersleeping time sleeping unpleasant adventure,1
1224,anyways back,0
1225,everything room eatable even im eatable called cannibalism dear children fact frowned upon societies,0
1226,still smoking mood improving,1
1227,going tonight wish gonna make volleyball anyone drinking might,1
1228,loves broken means fought hard give ill wrestle oh god jacob wont let go,0
1229,little break yea kanau weird,0
1230,2 days,0
1231,split raw almond mouth halves completely smooth inside never lose novelty,0
1232,yay passed wid,0
1233,needs stop buying things online shes going penniless,0
1234,saw district 9 probably one best scif movies ever seen recommend anyone likes action good story go see movie,0
1235,coffee music homemade pizza,0
1236,dem gracias todos los que vinieron ayudaron dem propane propane propane propane grace por trocar poner todo son exitosos,0
1237,amazing weekend time get work done,0
1238,change want see world,0
1239,new ipod,0
1240,go iowa,0
1241,ever book trips travelocitythey tried charge three times booking grrrrrrrr,0
1242,thanking everyone birthday love bout saints need placepeople watch tonight takers,0
1243,shipping vancouver,1
1244,slept woods,1
1245,heard awesome phrase last night youve heard dont care ish gangsta legit,0
1246,got new phone christmas,1
1247,fever got stuck jam orchard road jam bus broke waiting new bus stop two busses drove without stopping ended taking four hours get home god evil,1
1248,growth price future job'll paying five times much car wouldve bought later else done keep facade recovery already printing money ever cant raise taxes without calling fee dear leader wants reelected still hit brakes publicprivate hybrid goes ditch,0
1249,great life first nose fricken hand,1
1250,playing guitar howling moon,0
1251,dogs hood,0
1252,making grub,0
1253,watching godzilla movie almost forgot much missed,1
1254,longer talking propane bad way impractical expensive talk phone continuously needed things,1
1255,oh happy day nice school knowing propane propane get home makes everything nicer,1
1256,turned heat finally,0
1257,ballydoyle trivia tonight 9 ish call interested,1
1258,ummm better fail assail,0
1259,excited propnames birthday dont forget one dollar bills girls haha,1
1260,ive released clutches retail time friends family merry xmas eve peeps,1
1261,watching star trek 3 weeks think problem,0
1262,lots happy standard 900600300 mins class monday law school apartment totally unpacked propane coming visit,1
1263,guess might start using facebook much info port,0
1264,day work good thing im working nights week,1
1265,saw commercial rihannas 2020 interview ordeal propnameisnt convenient finally able talk interview aired day new album comes,0
1266,mad store wonton rolls fry springroll wrappers work,0
1267,thinks alright necessarily kicking asterisk taking case names certainly alright,0
1268,found wikipedia article common sense vandalized epidemic foundation cracked,0
1269,power past 2 horseman im bored,1
1270,noise idaho bust,0
1271,propane,0
1272,laramie couple days,1
1273,took placement test today better expected,0
1274,two fire trucks pulled apartment building across street im assuminghoping extremely urgent matter firemen werent exactly running building like moseying,0
1275,contra costa county recruiting prison cooks caltech know needed prison cooks badly besides theres probably 35 gpa requirement somewhere,0
1276,saw 3 idiots refreshing even though appeared commentary education system however painted fairly black white picture entertainment,0
1277,interview carnegie mellon 1113 feb,1
1278,putting patching holes clothingand starting show,0
1279,waitin watts 2 get takin sweet time lol,1
1280,im covered bees,0
1281,workschool excited propane home life good,1
1282,much work little time,0
1283,wants move daylesford,1
1284,eating 3 day old burger yes insane na jud ko ka desperado guts manta di dot ako tian ani,0
1285,trying figure everything,0
1286,parents spend first part lives teaching us walk talk rest telling us sit shut ad,0
1287,major change german keyboard swap use letter often annoying,0
1288,happy new year excited wonderful things future xoxo,0
1289,watching district 9,0
1290,cant wait see new moon 2012 im counting days hahaha,0
1291,counter back pills make sleepy good classes day os,1
1292,come support haiti tonight either starlight room independent,1
1293,usc lick balls,1
1294,variety reporting cast jersey shore coming back second season making 10000 per episode guess making hundred per episode lot tanning hair products tiny tops,0
1295,sooo screwed promos good bye je life,0
1296,attentionhouston area animal lovers montgomery county animal shelter closing tomorrow adopt free tomorrow 124 euthanizing animals without home go save life 30 cats 80 dogs left please report,0
1297,going golfing range papadiddy pops,1
1298,cant taste food officially pissed uri,0
1299,god damn iti need laptop freeze 10 minutes deciding perhaps perhaps perform command ive clicked need car fucking pretzel least form viable transportation need add meds dont leave staring fucking space workgahhh fucking frustrated anyone input laptop car please commentsigh,1
1300,got pair deus last night already causing issues uber cute though,0
1301,1 essay left write one read amend necessary redone,0
1302,tired,0
1303,oh look youve done youve made fool everyone,0
1304,hard time studying,1
1305,far better dare mighty things win glorious triumphs even though checkered failure rank poor spirits neither enjoy suffer much live gray twilight knows neither victory defeat,0
1306,bloody macs head,0
1307,cant believe ending past season dexter,0
1308,beat sister arm wrestle,0
1309,thank,0
1310,sorry come raleigh telling everyone would went hike today saw pretty naturetype things,1
1311,cool kids facebook 1230 saturday night,0
1312,realized im missing loveliest wif,0
1313,couldnt find wire strippers using shop scissors bam,0
1314,wow propane gotta steal friends mine list fight give matter hopeless seems right even lost hope angry years gonna look back wish gave one shot best things dont come easy,0
1315,okay songs bassoon baritone orchestra songs dances death vagabond le bal masque old american songs ich habe genus ravel inert quixote cycles mozart concert arias else,0
1316,ate yummy salmon pasta veggies workout monani,0
1317,good morning case dont see ya good afternoon good evening good night,0
1318,anyone wanna join renee chaz bar tonight,1
1319,back tired,1
1320,finally got behind wheel vehicle today nearly crapped dance,0
1321,everythings different mean anythings changed,0
1322,hooray home work,1
1323,needs catch sleep,1
1324,go bears proud berkeley alumni go bears,1
1325,cavemen astronauts got fight would win,0
1326,going pool later,1
1327,doppelganger week facebook change profile pic someone famous youve told resemble report,0
1328,ummm ash cooking dinner tonight question lol,0
1329,cannot survival goal would boring,0
1330,snowing kentucky guess time biannual snowstorm,0
1331,football saythat love sundays,1
1332,exhausted stressed awarding winning bad luck streak terms things going way whatever reason nominated homecoming courts,1
1333,permitted driver organ doner,1
1334,bed nite,1
1335,learned booze high heels bad idea,1
1336,round 2,0
1337,harry potter movies continue 2 disappoint yet eva learn,0
1338,anyone macaroni antimalaria med dont need,1
1339,nintendo ojos,0
1340,found actual key,0
1341,hell empty devils william shakespeare tempest 12,0
1342,mom damn new fucking children watching blonde people fuck,0
1343,dear homeowner apologize contributing destruction plastic fence though pleased know indeed reach destination rocked cocks okay really rock,1
1344,tree falls woods one around hear still lose game,0
1345,nothing like nice bike ride nice day like,0
1346,yet watched weeks episode castle thus failing life,0
1347,cant help smile,0
1348,feeling muscle tiredness standing almost whole day tax,1
1349,back magical nappynoo land man need,1
1350,huh chestnuts look eerily like brains,0
1351,lazy put stuff back order maybe tomorrow,1
1352,uc yesterday apologizes seemed little today gave another pain shot,1
1353,facepalm person last used book underlined bold words well thats get 5 retail price,0
1354,whatta whatta whatta whatta,0
1355,back home talking party cruise tired happy,1
1356,probably busiest ever life,0
1357,block 2 time relax,1
1358,tuesday suckedbut wednesday another day,0
1359,cookies,0
1360,looking forward steak dinner tonight celebration four years together couple,1
1361,taipan even hotter japan,1
1362,podkanva ski koto ima da pasta nikki ot razlichni meropriyatiya da go story skype vuzmojno naiskoro,0
1363,second season paper chase released december sweet,0
1364,today stream consciousness hooray comic books poetry nerds generalforgot phone home today large couldnt reach thats whyswamped workpretzels suckmissing nola especially quarter lot today reasonto holidays annoying alreadywikipedia addictive facebook gods help,1
1365,help remember propane,0
1366,realized perfect brother wonderful every way musician lucky make moves scrabble,1
1367,sleep perchance dream ay theres rub,0
1368,tear really,1
1369,enjoys reading propnames facebook status updates,0
1370,handle scope thing shoved nose throat handle scan blood taken still cant deal,1
1371,found little piece popcorn chicken fried fish balls crunchy mia,0
1372,looking like going another sleepless nightwing,0
1373,la na koi karma,0
1374,ltimos das en buenos aires jardnes carol quero miss carne,0
1375,thinking going graduate school quite sure exploring idea quite bit consider,0
1376,leaving italy tomorrow yay back august ith wont able text till lol ya,1
1377,thank goodness voice back shabbat shalom everyone,1
1378,time schooling japan,1
1379,call helpless mob carrier charge phone need find adaptor sigh holiday complicated one thing thats gone missing another knowing something,1
1380,truth difficult see make mistakes make mistakes easiest comfortable course us seek insight accords emotions especially selfish ones propane,0
1381,hurt leg today might stress fracture sure yet walk leg hurts lol anyways cant wait see volley ball game halloween party still tonight house live like 10 mins away chief leech transportation big problem,1
1382,spent weekend looking flats ended buying three pairs hot looking heels really really tried time,0
1383,going go chill day going good,0
1384,fight one round arms tired hardly lift hands come guard fight one round nose bleeding eyes black tired wish opponent would crack one jaw put sleep fight one round remembering man always fights one round never beaten,0
1385,om trader joes delivers mean,0
1386,la man soya narparamdam ka ming sa cell,0
1387,na na jud koi beta key salami hans propane,0
1388,wonders wants watch tac sunday,0
1389,waiting darlin get,0
1390,vegetarian chili beans little ones,0
1391,excited day gift getting stitches,0
1392,law school hard,1
1393,happy due duh duh da dadadada,0
1394,cant sleep,0
1395,seriously dont know male dominated apple pad whole different connotation us ladies,0
1396,wants alerts cure hangover,1
1397,magus taco sa catalog,0
1398,home clean house shower back propnames,1
1399,phone sucks,0
1400,missing princess dearly,1
1401,canada,1
1402,recounted daydream raf recounted wanted shoot face apparently narrative much exciting dramatic head,0
1403,trying find apartment,1
1404,wondering heck last week computer hard drive died minutes ago got blue screen death direct box saying problem detected hard drive cool,1
1405,history byzantine empire basic knowledge,0
1406,mac cheeeeese,0
1407,gets see lil ready tre user,0
1408,folk tribal arts festival museum natural history gonna go find gifts watch bellydancing,1
1409,aboard uss rational basis,0
1410,playing stops main event hotel nice trying stay patient tho im tired day travelling want sleep tomorrow go week yacht fun people whole lotta gambling sounds like slice heaven,1
1411,finally got back trip,1
1412,found red bean paste chocolate croissant morning reluctantly switched inner monologue french back chinese,0
1413,squeals little girl delight going home south florida tomorrow 6 months,1
1414,lip pierced,1
1415,saw truck coming stepped gas order become airborne knew could fly batman 173 need 619 wish 1970,0
1416,become chef,0
1417,needs inspiration reorganize space time oh yes time,0
1418,3 german forerunner,0
1419,finished,0
1420,thanks everyone help point ijust need 1 harmless 2 horseshoes 2 nails 2 boards bricks give gifts harnesses horseshoes moment,0
1421,found sis brotherinlaw movin hawaiian yea,1
1422,loved princess frog almost cried finally age 24 get see disney princess big screen special mei movie propane perfect date xoxoxox,0
1423,apparently fu account emailed bunch people malware received facebook email one line response link website please disregard delete,0
1424,poetry synthesis hyacinth biscuits,0
1425,saw propane etc 1 cant wait parties march,0
1426,propane saw bow accident pissant sunny around expo morn service pissant seemed get damage less bow airbags came pissant airbags bow passengers got injury know cos bow driver dads cell group friend drive safe,1
1427,super ming kayak since lot free time hands right im planning something nice next year well hope enter name finds nice heres hoping,0
1428,hell propane dunno kind cat dinosaur,0
1429,propane 3,0
1430,got twilight norwegian judge,0
1431,polishing set tonight,0
1432,going boiling yet beautiful day,0
1433,exhausted ready see ladies tomorrow,0
1434,dinner party friends,1
1435,hahhhahaha,0
1436,never realized tiring social extended periods time,1
1437,dinner propane im finally getting ears pierced,1
1438,fol,0
1439,moral ninja assassins ever attacked black pajamaclad assassins chance survival riding volkswagen cos,0
1440,om brokeback mountain see,0
1441,look different changed looking shes,0
1442,wow enjoy watching good movies watched house sand fog older movie excellent emotionally powerful avatar ad max like week ago also excellent many different reasons fine movie excite imagination instead emotions,0
1443,going get ass actually productive today,0
1444,gettin ready tomorrow,0
1445,looks forward forever propane 3,1
1446,home lockout mardi gras parade ready nap,1
1447,cant sleep tired anything productive,1
1448,eaten like 4 hours enjoying salami sub,1
1449,moving yet wood,0
1450,needs light place,0
1451,second make things worse already,0
1452,greatest happiness scatter enemy drive see cities reduced ashes see love shrouded tears gather bosom wives daughters,0
1453,relaxing home going walk propane,1
1454,wants new toki hotel ad,0
1455,feels old watching sixth harry potter movie,0
1456,jets jets jets jets,0
1457,reviewing stuff like,0
1458,found mad world sheet music,0
1459,wow running tomorrow morning spa early,1
1460,like life right,1
1461,new airways,0
1462,feels great back home,1
1463,extra company thieves ticket next tuesdays show wants go,1
